訂單編號,日期,星期,分店,品項,類別,數量,單價,金額
T1733,2026-07-26,星期日,信義店,抹茶拿鐵,茶飲,3,100,300
T1734,2026-07-26,星期日,信義店,肉桂捲,烘焙,1,85,85
T1735,2026-07-26,星期日,信義店,可頌,烘焙,3,60,180
T1736,2026-07-26,星期日,信義店,拿鐵,咖啡,3,90,270
T1737,2026-07-26,星期日,信義店,起司蛋糕,烘焙,1,120,120
T1738,2026-07-26,星期日,信義店,抹茶拿鐵,茶飲,1,100,100
T1739,2026-07-26,星期日,信義店,紅茶,茶飲,1,50,50
T1740,2026-07-26,星期日,信義店,美式咖啡,咖啡,1,70,70
T1741,2026-07-26,星期日,信義店,拿鐵,咖啡,1,90,90
T1742,2026-07-26,星期日,板橋店,抹茶拿鐵,茶飲,2,100,200
T1743,2026-07-26,星期日,板橋店,起司蛋糕,烘焙,1,120,120
T1744,2026-07-26,星期日,板橋店,肉桂捲,烘焙,3,85,255
T1745,2026-07-26,星期日,板橋店,起司蛋糕,烘焙,1,120,120
T1746,2026-07-26,星期日,板橋店,紅茶,茶飲,3,50,150
T1747,2026-07-26,星期日,板橋店,美式咖啡,咖啡,2,70,140
T1748,2026-07-26,星期日,板橋店,拿鐵,咖啡,1,90,90
T1749,2026-07-26,星期日,板橋店,可頌,烘焙,2,60,120
T1750,2026-07-26,星期日,板橋店,卡布奇諾,咖啡,3,95,285
T1751,2026-07-26,星期日,板橋店,拿鐵,咖啡,1,90,90
T1752,2026-07-26,星期日,板橋店,美式咖啡,咖啡,3,70,210
T1753,2026-07-26,星期日,板橋店,拿鐵,咖啡,3,90,270
T1778,2026-07-27,星期一,中壢店,可頌,烘焙,2,60,120
T1779,2026-07-27,星期一,中壢店,美式咖啡,咖啡,1,70,70
T1780,2026-07-27,星期一,中壢店,肉桂捲,烘焙,1,85,85
T1781,2026-07-27,星期一,中壢店,拿鐵,咖啡,1,90,90
T1782,2026-07-27,星期一,中壢店,拿鐵,咖啡,1,90,90
T1783,2026-07-27,星期一,中壢店,卡布奇諾,咖啡,2,95,190
T1784,2026-07-27,星期一,中壢店,卡布奇諾,咖啡,3,95,285
T1764,2026-07-27,星期一,信義店,可頌,烘焙,1,60,60
T1765,2026-07-27,星期一,信義店,拿鐵,咖啡,1,90,90
T1766,2026-07-27,星期一,信義店,拿鐵,咖啡,1,90,90
T1767,2026-07-27,星期一,信義店,拿鐵,咖啡,1,90,90
T1768,2026-07-27,星期一,信義店,抹茶拿鐵,茶飲,2,100,200
T1769,2026-07-27,星期一,信義店,可頌,烘焙,3,60,180
T1770,2026-07-27,星期一,信義店,美式咖啡,咖啡,2,70,140
T1771,2026-07-27,星期一,信義店,美式咖啡,咖啡,1,70,70
T1772,2026-07-27,星期一,板橋店,肉桂捲,烘焙,1,85,85
T1773,2026-07-27,星期一,板橋店,抹茶拿鐵,茶飲,3,100,300
T1774,2026-07-27,星期一,板橋店,美式咖啡,咖啡,1,70,70
T1775,2026-07-27,星期一,板橋店,卡布奇諾,咖啡,1,95,95
T1776,2026-07-27,星期一,板橋店,抹茶拿鐵,茶飲,1,100,100
T1777,2026-07-27,星期一,板橋店,卡布奇諾,咖啡,1,95,95
T1804,2026-07-28,星期二,中壢店,紅茶,茶飲,1,50,50
T1805,2026-07-28,星期二,中壢店,可頌,烘焙,2,60,120
T1806,2026-07-28,星期二,中壢店,卡布奇諾,咖啡,1,95,95
T1807,2026-07-28,星期二,中壢店,可頌,烘焙,2,60,120
T1808,2026-07-28,星期二,中壢店,紅茶,茶飲,2,50,100
T1809,2026-07-28,星期二,中壢店,紅茶,茶飲,1,50,50
T1810,2026-07-28,星期二,中壢店,拿鐵,咖啡,2,90,180
T1811,2026-07-28,星期二,中壢店,美式咖啡,咖啡,1,70,70
T1812,2026-07-28,星期二,中壢店,拿鐵,咖啡,1,90,90
T1813,2026-07-28,星期二,中壢店,起司蛋糕,烘焙,2,120,240
T1785,2026-07-28,星期二,信義店,紅茶,茶飲,1,50,50
T1786,2026-07-28,星期二,信義店,起司蛋糕,烘焙,3,120,360
T1787,2026-07-28,星期二,信義店,拿鐵,咖啡,1,90,90
T1788,2026-07-28,星期二,信義店,起司蛋糕,烘焙,1,120,120
T1789,2026-07-28,星期二,信義店,拿鐵,咖啡,1,90,90
T1790,2026-07-28,星期二,信義店,美式咖啡,咖啡,1,70,70
T1791,2026-07-28,星期二,信義店,拿鐵,咖啡,1,90,90
T1792,2026-07-28,星期二,信義店,卡布奇諾,咖啡,1,95,95
T1793,2026-07-28,星期二,信義店,美式咖啡,咖啡,1,70,70
T1794,2026-07-28,星期二,信義店,美式咖啡,咖啡,1,70,70
T1795,2026-07-28,星期二,信義店,美式咖啡,咖啡,1,70,70
T1796,2026-07-28,星期二,信義店,拿鐵,咖啡,2,90,180
T1797,2026-07-28,星期二,板橋店,可頌,烘焙,1,60,60
T1798,2026-07-28,星期二,板橋店,起司蛋糕,烘焙,2,120,240
T1799,2026-07-28,星期二,板橋店,美式咖啡,咖啡,1,70,70
T1800,2026-07-28,星期二,板橋店,美式咖啡,咖啡,2,70,140
T1801,2026-07-28,星期二,板橋店,拿鐵,咖啡,1,90,90
T1802,2026-07-28,星期二,板橋店,美式咖啡,咖啡,1,70,70
T1803,2026-07-28,星期二,板橋店,拿鐵,咖啡,1,90,90
T1830,2026-07-29,星期三,中壢店,抹茶拿鐵,茶飲,1,100,100
T1831,2026-07-29,星期三,中壢店,美式咖啡,咖啡,1,70,70
T1832,2026-07-29,星期三,中壢店,卡布奇諾,咖啡,3,95,285
T1833,2026-07-29,星期三,中壢店,肉桂捲,烘焙,3,85,255
T1834,2026-07-29,星期三,中壢店,美式咖啡,咖啡,1,70,70
T1835,2026-07-29,星期三,中壢店,拿鐵,咖啡,3,90,270
T1836,2026-07-29,星期三,中壢店,肉桂捲,烘焙,2,85,170
T1837,2026-07-29,星期三,中壢店,可頌,烘焙,2,60,120
T1814,2026-07-29,星期三,信義店,卡布奇諾,咖啡,1,95,95
T1815,2026-07-29,星期三,信義店,拿鐵,咖啡,1,90,90
T1816,2026-07-29,星期三,信義店,美式咖啡,咖啡,2,70,140
T1817,2026-07-29,星期三,信義店,起司蛋糕,烘焙,2,120,240
T1818,2026-07-29,星期三,信義店,抹茶拿鐵,茶飲,1,100,100
T1819,2026-07-29,星期三,信義店,肉桂捲,烘焙,1,85,85
T1820,2026-07-29,星期三,信義店,紅茶,茶飲,2,50,100
T1821,2026-07-29,星期三,信義店,可頌,烘焙,1,60,60
T1822,2026-07-29,星期三,板橋店,抹茶拿鐵,茶飲,1,100,100
T1823,2026-07-29,星期三,板橋店,美式咖啡,咖啡,2,70,140
T1824,2026-07-29,星期三,板橋店,肉桂捲,烘焙,1,85,85
T1825,2026-07-29,星期三,板橋店,可頌,烘焙,1,60,60
T1826,2026-07-29,星期三,板橋店,拿鐵,咖啡,2,90,180
T1827,2026-07-29,星期三,板橋店,可頌,烘焙,2,60,120
T1828,2026-07-29,星期三,板橋店,美式咖啡,咖啡,1,70,70
T1829,2026-07-29,星期三,板橋店,抹茶拿鐵,茶飲,1,100,100
T1853,2026-07-30,星期四,中壢店,美式咖啡,咖啡,1,70,70
T1854,2026-07-30,星期四,中壢店,拿鐵,咖啡,2,90,180
T1855,2026-07-30,星期四,中壢店,起司蛋糕,烘焙,1,120,120
T1856,2026-07-30,星期四,中壢店,可頌,烘焙,1,60,60
T1857,2026-07-30,星期四,中壢店,拿鐵,咖啡,3,90,270
T1858,2026-07-30,星期四,中壢店,美式咖啡,咖啡,1,70,70
T1859,2026-07-30,星期四,中壢店,拿鐵,咖啡,1,90,90
T1860,2026-07-30,星期四,中壢店,起司蛋糕,烘焙,2,120,240
T1861,2026-07-30,星期四,中壢店,紅茶,茶飲,1,50,50
T1838,2026-07-30,星期四,信義店,抹茶拿鐵,茶飲,3,100,300
T1839,2026-07-30,星期四,信義店,起司蛋糕,烘焙,1,120,120
T1840,2026-07-30,星期四,信義店,美式咖啡,咖啡,3,70,210
T1841,2026-07-30,星期四,信義店,起司蛋糕,烘焙,1,120,120
T1842,2026-07-30,星期四,信義店,紅茶,茶飲,1,50,50
T1843,2026-07-30,星期四,信義店,美式咖啡,咖啡,1,70,70
T1844,2026-07-30,星期四,信義店,美式咖啡,咖啡,1,70,70
T1845,2026-07-30,星期四,信義店,美式咖啡,咖啡,1,70,70
T1846,2026-07-30,星期四,信義店,卡布奇諾,咖啡,2,95,190
T1847,2026-07-30,星期四,板橋店,可頌,烘焙,3,60,180
T1848,2026-07-30,星期四,板橋店,可頌,烘焙,3,60,180
T1849,2026-07-30,星期四,板橋店,紅茶,茶飲,1,50,50
T1850,2026-07-30,星期四,板橋店,拿鐵,咖啡,3,90,270
T1851,2026-07-30,星期四,板橋店,美式咖啡,咖啡,2,70,140
T1852,2026-07-30,星期四,板橋店,抹茶拿鐵,茶飲,2,100,200
T1882,2026-07-31,星期五,中壢店,拿鐵,咖啡,3,90,270
T1883,2026-07-31,星期五,中壢店,卡布奇諾,咖啡,1,95,95
T1884,2026-07-31,星期五,中壢店,紅茶,茶飲,2,50,100
T1885,2026-07-31,星期五,中壢店,美式咖啡,咖啡,3,70,210
T1886,2026-07-31,星期五,中壢店,美式咖啡,咖啡,1,70,70
T1887,2026-07-31,星期五,中壢店,拿鐵,咖啡,3,90,270
T1862,2026-07-31,星期五,信義店,卡布奇諾,咖啡,1,95,95
T1863,2026-07-31,星期五,信義店,起司蛋糕,烘焙,2,120,240
T1864,2026-07-31,星期五,信義店,紅茶,茶飲,3,50,150
T1865,2026-07-31,星期五,信義店,卡布奇諾,咖啡,1,95,95
T1866,2026-07-31,星期五,信義店,紅茶,茶飲,2,50,100
T1867,2026-07-31,星期五,信義店,拿鐵,咖啡,1,90,90
T1868,2026-07-31,星期五,信義店,美式咖啡,咖啡,1,70,70
T1869,2026-07-31,星期五,信義店,卡布奇諾,咖啡,1,95,95
T1870,2026-07-31,星期五,信義店,拿鐵,咖啡,2,90,180
T1871,2026-07-31,星期五,信義店,美式咖啡,咖啡,1,70,70
T1872,2026-07-31,星期五,信義店,美式咖啡,咖啡,2,70,140
T1873,2026-07-31,星期五,板橋店,肉桂捲,烘焙,3,85,255
T1874,2026-07-31,星期五,板橋店,抹茶拿鐵,茶飲,2,100,200
T1875,2026-07-31,星期五,板橋店,起司蛋糕,烘焙,1,120,120
T1876,2026-07-31,星期五,板橋店,拿鐵,咖啡,1,90,90
T1877,2026-07-31,星期五,板橋店,卡布奇諾,咖啡,2,95,190
T1878,2026-07-31,星期五,板橋店,起司蛋糕,烘焙,1,120,120
T1879,2026-07-31,星期五,板橋店,美式咖啡,咖啡,1,70,70
T1880,2026-07-31,星期五,板橋店,起司蛋糕,烘焙,3,120,360
T1881,2026-07-31,星期五,板橋店,拿鐵,咖啡,1,90,90
